timepoint,genotype,embryo,total_cells,cell_type,cells
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_E11,34,unknown sensory ganglion,2
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_F11,47,cranial ganglion progenitor,9
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_F11,47,epibranchial ganglion,5
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_F11,47,lateral line ganglion,5
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_F11,47,statoacoustic ganglion,7
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_F11,47,trigeminal ganglion,12
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_F11,47,rohon-beard neuron,3
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_F11,47,unknown sensory ganglion,6
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_G11,36,cranial ganglion progenitor,17
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_G11,36,epibranchial ganglion,5
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_G11,36,lateral line ganglion,4
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_G11,36,statoacoustic ganglion,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_G11,36,trigeminal ganglion,7
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_G11,36,rohon-beard neuron,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_G11,36,unknown sensory ganglion,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_H11,32,cranial ganglion progenitor,13
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_H11,32,epibranchial ganglion,4
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_H11,32,lateral line ganglion,3
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_H11,32,statoacoustic ganglion,4
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_H11,32,trigeminal ganglion,5
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_H11,32,rohon-beard neuron,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P2_H11,32,unknown sensory ganglion,2
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_A8,36,cranial ganglion progenitor,11
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_A8,36,epibranchial ganglion,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_A8,36,lateral line ganglion,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_A8,36,statoacoustic ganglion,6
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_A8,36,trigeminal ganglion,10
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_A8,36,rohon-beard neuron,7
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_A8,36,unknown sensory ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_B8,4,cranial ganglion progenitor,4
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_B8,4,epibranchial ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_B8,4,lateral line ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_B8,4,statoacoustic ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_B8,4,trigeminal ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_B8,4,rohon-beard neuron,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_B8,4,unknown sensory ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_C8,40,cranial ganglion progenitor,8
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_C8,40,epibranchial ganglion,2
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_C8,40,lateral line ganglion,8
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_C8,40,statoacoustic ganglion,6
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_C8,40,trigeminal ganglion,13
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_C8,40,rohon-beard neuron,3
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_C8,40,unknown sensory ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_D8,31,cranial ganglion progenitor,13
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_D8,31,epibranchial ganglion,2
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_D8,31,lateral line ganglion,2
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_D8,31,statoacoustic ganglion,4
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_D8,31,trigeminal ganglion,7
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_D8,31,rohon-beard neuron,2
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P7_D8,31,unknown sensory ganglion,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_A10,25,cranial ganglion progenitor,14
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_A10,25,epibranchial ganglion,6
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_A10,25,lateral line ganglion,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_A10,25,statoacoustic ganglion,3
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_A10,25,trigeminal ganglion,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_A10,25,rohon-beard neuron,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_A10,25,unknown sensory ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_B10,26,cranial ganglion progenitor,6
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_B10,26,epibranchial ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_B10,26,lateral line ganglion,2
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_B10,26,statoacoustic ganglion,4
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_B10,26,trigeminal ganglion,6
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_B10,26,rohon-beard neuron,2
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_B10,26,unknown sensory ganglion,6
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_C10,39,cranial ganglion progenitor,8
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_C10,39,epibranchial ganglion,3
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_C10,39,lateral line ganglion,7
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_C10,39,statoacoustic ganglion,10
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_C10,39,trigeminal ganglion,7
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_C10,39,rohon-beard neuron,1
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_C10,39,unknown sensory ganglion,3
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_D10,21,cranial ganglion progenitor,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_D10,21,epibranchial ganglion,0
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_D10,21,lateral line ganglion,3
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_D10,21,statoacoustic ganglion,10
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_D10,21,trigeminal ganglion,5
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_D10,21,rohon-beard neuron,3
36,ctrl-inj,GAP16.36.36h_ctrl-inj_P9_D10,21,unknown sensory ganglion,0
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_E10,34,cranial ganglion progenitor,7
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_E10,34,epibranchial ganglion,3
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_E10,34,lateral line ganglion,15
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_E10,34,statoacoustic ganglion,0
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_E10,34,trigeminal ganglion,5
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_E10,34,rohon-beard neuron,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_E10,34,unknown sensory ganglion,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_F10,36,cranial ganglion progenitor,11
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_F10,36,epibranchial ganglion,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_F10,36,lateral line ganglion,9
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_F10,36,statoacoustic ganglion,0
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_F10,36,trigeminal ganglion,12
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_F10,36,rohon-beard neuron,0
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_F10,36,unknown sensory ganglion,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_G10,17,cranial ganglion progenitor,5
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_G10,17,epibranchial ganglion,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_G10,17,lateral line ganglion,0
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_G10,17,statoacoustic ganglion,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_G10,17,trigeminal ganglion,6
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_G10,17,rohon-beard neuron,0
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_G10,17,unknown sensory ganglion,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_H10,22,cranial ganglion progenitor,5
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_H10,22,epibranchial ganglion,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_H10,22,lateral line ganglion,4
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_H10,22,statoacoustic ganglion,5
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_H10,22,trigeminal ganglion,2
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_H10,22,rohon-beard neuron,0
36,ctrl-mafba,GAP16.36.36h_ctrl-mafba_P9_H10,22,unknown sensory ganglion,4
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_E5,32,cranial ganglion progenitor,13
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_E5,32,epibranchial ganglion,1
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_E5,32,lateral line ganglion,5
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_E5,32,statoacoustic ganglion,7
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_E5,32,trigeminal ganglion,5
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_E5,32,rohon-beard neuron,0
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_E5,32,unknown sensory ganglion,1
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_F5,26,cranial ganglion progenitor,13
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_F5,26,epibranchial ganglion,3
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_F5,26,lateral line ganglion,3
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_F5,26,statoacoustic ganglion,4
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_F5,26,trigeminal ganglion,3
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_F5,26,rohon-beard neuron,0
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_F5,26,unknown sensory ganglion,0
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_G5,42,cranial ganglion progenitor,16
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_G5,42,epibranchial ganglion,8
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_G5,42,lateral line ganglion,3
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_G5,42,statoacoustic ganglion,12
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_G5,42,trigeminal ganglion,1
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_G5,42,rohon-beard neuron,1
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_G5,42,unknown sensory ganglion,1
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_H5,30,cranial ganglion progenitor,12
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_H5,30,epibranchial ganglion,4
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_H5,30,lateral line ganglion,2
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_H5,30,statoacoustic ganglion,7
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_H5,30,trigeminal ganglion,3
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_H5,30,rohon-beard neuron,0
36,ctrl-noto,GAP16.36.36h_ctrl-noto_P16_H5,30,unknown sensory ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_A7,18,cranial ganglion progenitor,8
36,egr2b,GAP16.36.36h_egr2b_P16_A7,18,epibranchial ganglion,1
36,egr2b,GAP16.36.36h_egr2b_P16_A7,18,lateral line ganglion,4
36,egr2b,GAP16.36.36h_egr2b_P16_A7,18,statoacoustic ganglion,0
36,egr2b,GAP16.36.36h_egr2b_P16_A7,18,trigeminal ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_A7,18,rohon-beard neuron,2
36,egr2b,GAP16.36.36h_egr2b_P16_A7,18,unknown sensory ganglion,1
36,egr2b,GAP16.36.36h_egr2b_P16_B7,24,cranial ganglion progenitor,8
36,egr2b,GAP16.36.36h_egr2b_P16_B7,24,epibranchial ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_B7,24,lateral line ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_B7,24,statoacoustic ganglion,6
36,egr2b,GAP16.36.36h_egr2b_P16_B7,24,trigeminal ganglion,5
36,egr2b,GAP16.36.36h_egr2b_P16_B7,24,rohon-beard neuron,0
36,egr2b,GAP16.36.36h_egr2b_P16_B7,24,unknown sensory ganglion,1
36,egr2b,GAP16.36.36h_egr2b_P16_C7,12,cranial ganglion progenitor,8
36,egr2b,GAP16.36.36h_egr2b_P16_C7,12,epibranchial ganglion,0
36,egr2b,GAP16.36.36h_egr2b_P16_C7,12,lateral line ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_C7,12,statoacoustic ganglion,0
36,egr2b,GAP16.36.36h_egr2b_P16_C7,12,trigeminal ganglion,0
36,egr2b,GAP16.36.36h_egr2b_P16_C7,12,rohon-beard neuron,0
36,egr2b,GAP16.36.36h_egr2b_P16_C7,12,unknown sensory ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_D7,26,cranial ganglion progenitor,7
36,egr2b,GAP16.36.36h_egr2b_P16_D7,26,epibranchial ganglion,5
36,egr2b,GAP16.36.36h_egr2b_P16_D7,26,lateral line ganglion,0
36,egr2b,GAP16.36.36h_egr2b_P16_D7,26,statoacoustic ganglion,0
36,egr2b,GAP16.36.36h_egr2b_P16_D7,26,trigeminal ganglion,12
36,egr2b,GAP16.36.36h_egr2b_P16_D7,26,rohon-beard neuron,2
36,egr2b,GAP16.36.36h_egr2b_P16_D7,26,unknown sensory ganglion,0
36,egr2b,GAP16.36.36h_egr2b_P16_E7,35,cranial ganglion progenitor,12
36,egr2b,GAP16.36.36h_egr2b_P16_E7,35,epibranchial ganglion,1
36,egr2b,GAP16.36.36h_egr2b_P16_E7,35,lateral line ganglion,3
36,egr2b,GAP16.36.36h_egr2b_P16_E7,35,statoacoustic ganglion,5
36,egr2b,GAP16.36.36h_egr2b_P16_E7,35,trigeminal ganglion,11
36,egr2b,GAP16.36.36h_egr2b_P16_E7,35,rohon-beard neuron,0
36,egr2b,GAP16.36.36h_egr2b_P16_E7,35,unknown sensory ganglion,3
36,egr2b,GAP16.36.36h_egr2b_P16_F7,25,cranial ganglion progenitor,11
36,egr2b,GAP16.36.36h_egr2b_P16_F7,25,epibranchial ganglion,3
36,egr2b,GAP16.36.36h_egr2b_P16_F7,25,lateral line ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_F7,25,statoacoustic ganglion,3
36,egr2b,GAP16.36.36h_egr2b_P16_F7,25,trigeminal ganglion,3
36,egr2b,GAP16.36.36h_egr2b_P16_F7,25,rohon-beard neuron,3
36,egr2b,GAP16.36.36h_egr2b_P16_F7,25,unknown sensory ganglion,0
36,egr2b,GAP16.36.36h_egr2b_P16_G7,29,cranial ganglion progenitor,15
36,egr2b,GAP16.36.36h_egr2b_P16_G7,29,epibranchial ganglion,5
36,egr2b,GAP16.36.36h_egr2b_P16_G7,29,lateral line ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_G7,29,statoacoustic ganglion,4
36,egr2b,GAP16.36.36h_egr2b_P16_G7,29,trigeminal ganglion,2
36,egr2b,GAP16.36.36h_egr2b_P16_G7,29,rohon-beard neuron,0
36,egr2b,GAP16.36.36h_egr2b_P16_G7,29,unknown sensory ganglion,1
36,egr2b,GAP16.36.36h_egr2b_P16_H7,29,cranial ganglion progenitor,9
36,egr2b,GAP16.36.36h_egr2b_P16_H7,29,epibranchial ganglion,4
36,egr2b,GAP16.36.36h_egr2b_P16_H7,29,lateral line ganglion,3
36,egr2b,GAP16.36.36h_egr2b_P16_H7,29,statoacoustic ganglion,4
36,egr2b,GAP16.36.36h_egr2b_P16_H7,29,trigeminal ganglion,7
36,egr2b,GAP16.36.36h_egr2b_P16_H7,29,rohon-beard neuron,0
36,egr2b,GAP16.36.36h_egr2b_P16_H7,29,unknown sensory ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_A8,23,cranial ganglion progenitor,11
36,epha4a,GAP16.36.36h_epha4a_P16_A8,23,epibranchial ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_A8,23,lateral line ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_A8,23,statoacoustic ganglion,5
36,epha4a,GAP16.36.36h_epha4a_P16_A8,23,trigeminal ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_A8,23,rohon-beard neuron,1
36,epha4a,GAP16.36.36h_epha4a_P16_A8,23,unknown sensory ganglion,0
36,epha4a,GAP16.36.36h_epha4a_P16_B8,31,cranial ganglion progenitor,12
36,epha4a,GAP16.36.36h_epha4a_P16_B8,31,epibranchial ganglion,5
36,epha4a,GAP16.36.36h_epha4a_P16_B8,31,lateral line ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_B8,31,statoacoustic ganglion,8
36,epha4a,GAP16.36.36h_epha4a_P16_B8,31,trigeminal ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_B8,31,rohon-beard neuron,0
36,epha4a,GAP16.36.36h_epha4a_P16_B8,31,unknown sensory ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_C8,13,cranial ganglion progenitor,1
36,epha4a,GAP16.36.36h_epha4a_P16_C8,13,epibranchial ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_C8,13,lateral line ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_C8,13,statoacoustic ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_C8,13,trigeminal ganglion,6
36,epha4a,GAP16.36.36h_epha4a_P16_C8,13,rohon-beard neuron,1
36,epha4a,GAP16.36.36h_epha4a_P16_C8,13,unknown sensory ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_D8,23,cranial ganglion progenitor,16
36,epha4a,GAP16.36.36h_epha4a_P16_D8,23,epibranchial ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_D8,23,lateral line ganglion,0
36,epha4a,GAP16.36.36h_epha4a_P16_D8,23,statoacoustic ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_D8,23,trigeminal ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_D8,23,rohon-beard neuron,4
36,epha4a,GAP16.36.36h_epha4a_P16_D8,23,unknown sensory ganglion,0
36,epha4a,GAP16.36.36h_epha4a_P16_E8,23,cranial ganglion progenitor,11
36,epha4a,GAP16.36.36h_epha4a_P16_E8,23,epibranchial ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_E8,23,lateral line ganglion,4
36,epha4a,GAP16.36.36h_epha4a_P16_E8,23,statoacoustic ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_E8,23,trigeminal ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_E8,23,rohon-beard neuron,0
36,epha4a,GAP16.36.36h_epha4a_P16_E8,23,unknown sensory ganglion,0
36,epha4a,GAP16.36.36h_epha4a_P16_F8,16,cranial ganglion progenitor,6
36,epha4a,GAP16.36.36h_epha4a_P16_F8,16,epibranchial ganglion,0
36,epha4a,GAP16.36.36h_epha4a_P16_F8,16,lateral line ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_F8,16,statoacoustic ganglion,4
36,epha4a,GAP16.36.36h_epha4a_P16_F8,16,trigeminal ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_F8,16,rohon-beard neuron,0
36,epha4a,GAP16.36.36h_epha4a_P16_F8,16,unknown sensory ganglion,1
36,epha4a,GAP16.36.36h_epha4a_P16_G8,29,cranial ganglion progenitor,13
36,epha4a,GAP16.36.36h_epha4a_P16_G8,29,epibranchial ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_G8,29,lateral line ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_G8,29,statoacoustic ganglion,5
36,epha4a,GAP16.36.36h_epha4a_P16_G8,29,trigeminal ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_G8,29,rohon-beard neuron,0
36,epha4a,GAP16.36.36h_epha4a_P16_G8,29,unknown sensory ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_H8,27,cranial ganglion progenitor,12
36,epha4a,GAP16.36.36h_epha4a_P16_H8,27,epibranchial ganglion,5
36,epha4a,GAP16.36.36h_epha4a_P16_H8,27,lateral line ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_H8,27,statoacoustic ganglion,3
36,epha4a,GAP16.36.36h_epha4a_P16_H8,27,trigeminal ganglion,2
36,epha4a,GAP16.36.36h_epha4a_P16_H8,27,rohon-beard neuron,1
36,epha4a,GAP16.36.36h_epha4a_P16_H8,27,unknown sensory ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_A12,26,cranial ganglion progenitor,10
36,foxd3,GAP16.36.36h_foxd3_P2_A12,26,epibranchial ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_A12,26,lateral line ganglion,4
36,foxd3,GAP16.36.36h_foxd3_P2_A12,26,statoacoustic ganglion,0
36,foxd3,GAP16.36.36h_foxd3_P2_A12,26,trigeminal ganglion,6
36,foxd3,GAP16.36.36h_foxd3_P2_A12,26,rohon-beard neuron,1
36,foxd3,GAP16.36.36h_foxd3_P2_A12,26,unknown sensory ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_B12,27,cranial ganglion progenitor,10
36,foxd3,GAP16.36.36h_foxd3_P2_B12,27,epibranchial ganglion,5
36,foxd3,GAP16.36.36h_foxd3_P2_B12,27,lateral line ganglion,1
36,foxd3,GAP16.36.36h_foxd3_P2_B12,27,statoacoustic ganglion,4
36,foxd3,GAP16.36.36h_foxd3_P2_B12,27,trigeminal ganglion,5
36,foxd3,GAP16.36.36h_foxd3_P2_B12,27,rohon-beard neuron,0
36,foxd3,GAP16.36.36h_foxd3_P2_B12,27,unknown sensory ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_C12,29,cranial ganglion progenitor,14
36,foxd3,GAP16.36.36h_foxd3_P2_C12,29,epibranchial ganglion,5
36,foxd3,GAP16.36.36h_foxd3_P2_C12,29,lateral line ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_C12,29,statoacoustic ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_C12,29,trigeminal ganglion,1
36,foxd3,GAP16.36.36h_foxd3_P2_C12,29,rohon-beard neuron,0
36,foxd3,GAP16.36.36h_foxd3_P2_C12,29,unknown sensory ganglion,4
36,foxd3,GAP16.36.36h_foxd3_P2_D12,26,cranial ganglion progenitor,10
36,foxd3,GAP16.36.36h_foxd3_P2_D12,26,epibranchial ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_D12,26,lateral line ganglion,4
36,foxd3,GAP16.36.36h_foxd3_P2_D12,26,statoacoustic ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_D12,26,trigeminal ganglion,5
36,foxd3,GAP16.36.36h_foxd3_P2_D12,26,rohon-beard neuron,1
36,foxd3,GAP16.36.36h_foxd3_P2_D12,26,unknown sensory ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_E12,15,cranial ganglion progenitor,6
36,foxd3,GAP16.36.36h_foxd3_P2_E12,15,epibranchial ganglion,0
36,foxd3,GAP16.36.36h_foxd3_P2_E12,15,lateral line ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_E12,15,statoacoustic ganglion,1
36,foxd3,GAP16.36.36h_foxd3_P2_E12,15,trigeminal ganglion,5
36,foxd3,GAP16.36.36h_foxd3_P2_E12,15,rohon-beard neuron,0
36,foxd3,GAP16.36.36h_foxd3_P2_E12,15,unknown sensory ganglion,0
36,foxd3,GAP16.36.36h_foxd3_P2_F12,29,cranial ganglion progenitor,12
36,foxd3,GAP16.36.36h_foxd3_P2_F12,29,epibranchial ganglion,1
36,foxd3,GAP16.36.36h_foxd3_P2_F12,29,lateral line ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_F12,29,statoacoustic ganglion,6
36,foxd3,GAP16.36.36h_foxd3_P2_F12,29,trigeminal ganglion,2
36,foxd3,GAP16.36.36h_foxd3_P2_F12,29,rohon-beard neuron,3
36,foxd3,GAP16.36.36h_foxd3_P2_F12,29,unknown sensory ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_G12,39,cranial ganglion progenitor,11
36,foxd3,GAP16.36.36h_foxd3_P2_G12,39,epibranchial ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_G12,39,lateral line ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_G12,39,statoacoustic ganglion,6
36,foxd3,GAP16.36.36h_foxd3_P2_G12,39,trigeminal ganglion,7
36,foxd3,GAP16.36.36h_foxd3_P2_G12,39,rohon-beard neuron,3
36,foxd3,GAP16.36.36h_foxd3_P2_G12,39,unknown sensory ganglion,6
36,foxd3,GAP16.36.36h_foxd3_P2_H12,20,cranial ganglion progenitor,7
36,foxd3,GAP16.36.36h_foxd3_P2_H12,20,epibranchial ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_H12,20,lateral line ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_H12,20,statoacoustic ganglion,3
36,foxd3,GAP16.36.36h_foxd3_P2_H12,20,trigeminal ganglion,4
36,foxd3,GAP16.36.36h_foxd3_P2_H12,20,rohon-beard neuron,0
36,foxd3,GAP16.36.36h_foxd3_P2_H12,20,unknown sensory ganglion,0
36,hand2,GAP16.36.36h_hand2_P2_A1,44,cranial ganglion progenitor,13
36,hand2,GAP16.36.36h_hand2_P2_A1,44,epibranchial ganglion,3
36,hand2,GAP16.36.36h_hand2_P2_A1,44,lateral line ganglion,3
36,hand2,GAP16.36.36h_hand2_P2_A1,44,statoacoustic ganglion,10
36,hand2,GAP16.36.36h_hand2_P2_A1,44,trigeminal ganglion,12
36,hand2,GAP16.36.36h_hand2_P2_A1,44,rohon-beard neuron,1
36,hand2,GAP16.36.36h_hand2_P2_A1,44,unknown sensory ganglion,2
